,brand_model,year,km,fuel_type,transmission,body_type,power,displacement,drivewheel,hard_hit,painted_parts,changed_parts,listing_price,age
516,Fiat Egea 1.3 Multijet Urban Plus,2019,109000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,"rear-right-door,rear-right-mudguard,rear-hood","front-right-mudguard,front-right-door",477500,4.0
517,Ford Fusion 1.4 TDCi Comfort,2004,112000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,,281500,19.0
518,BMW 3 Serisi 316i Standart,2005,280000,Benzin & LPG,Manuel,Sedan,115.0,1.6,Arkadan İtiş,0,"front-right-mudguard,front-right-door,rear-right-door",,350000,18.0
519,Ford Focus 1.6 Ghia,2004,268000,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,295000,19.0
520,Honda Civic 1.5 VTEC Executive Plus,2022,17900,Benzin,Yarı Otomatik,Sedan,182.0,1.5,Önden Çekiş,0,,,1124500,1.0
521,Hyundai i20 1.4 CVVT Elite,2012,124500,Benzin & LPG,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door",,525000,11.0
522,Renault Symbol 1.5 DCI Joy,2016,180000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,"front-right-mudguard,rear-right-mudguard",,363000,7.0
523,Volkswagen Polo 1.6 TDI Comfortline,2013,206000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,,,435000,10.0
524,Opel Astra 1.6 Edition,2013,133300,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,430000,10.0
525,Toyota Yaris 1.3 Terra,2007,162000,Benzin,Manuel,Hatchback 5 kapı,87.0,1.3,Önden Çekiş,1,,,248000,16.0
526,Volkswagen Polo 1.6 TDI Comfortline,2013,122000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,front-left-mudguard,,460000,10.0
527,Volkswagen Beetle 1.2 TSI Design,2012,151000,Benzin,Manuel,Hatchback 3 kapı,105.0,1.2,Önden Çekiş,0,,,595000,11.0
528,Opel Corsa 1.3 CDTI  Active,2013,49500,Dizel,Manuel,Hatchback 5 kapı,95.0,1.2,Önden Çekiş,0,,,418500,10.0
529,Opel Astra 1.4 T Edition Plus,2019,131000,Benzin,Otomatik,Sedan,140.0,1.4,Önden Çekiş,0,,,615000,4.0
530,Mercedes - Benz CLA 180 d AMG,2018,123000,Dizel,Yarı Otomatik,Coupe,109.0,1.5,Önden Çekiş,0,,,1215000,5.0
531,Ford Focus 1.5 TDCi Trend X,2019,61000,Dizel,Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,,,810000,4.0
532,Skoda Superb 1.6 TDI Style,2018,177000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,905000,5.0
533,Ford Fiesta 1.4 TDCi Trend,2012,222000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,rear-left-mudguard,rear-left-door,395000,11.0
534,Opel Astra 1.4 Classic,2009,140000,Benzin,Manuel,Sedan,90.0,1.4,Önden Çekiş,0,"front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-hood","rear-left-door,rear-left-mudguard",280000,14.0
535,Citroën C-Elysée 1.2 Live,2019,110000,Benzin,Manuel,Sedan,82.0,1.2,Önden Çekiş,1,,,405000,4.0
536,Fiat Egea 1.4 Fire Urban Plus,2019,94000,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,478000,4.0
537,Hyundai Accent Era 1.5 CRDi-VGT Select,2006,345000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,"front-hood,roof,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,rear-left-door,rear-left-mudguard,rear-hood",front-left-door,240000,17.0
538,Hyundai Getz 1.4 DOHC Start,2009,195000,Benzin & LPG,Otomatik,Hatchback 5 kapı,97.0,1.4,Önden Çekiş,0,,,312000,14.0
539,Audi A3 A3 Sedan 35 TFSI S Line,2022,1001,Benzin,Yarı Otomatik,Sedan,150.0,1.5,Önden Çekiş,0,,,1845000,1.0
540,Toyota Yaris 1.4 D-4D Terra,2011,232000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,"front-right-mudguard,front-left-mudguard",,290000,12.0
541,Peugeot 308 1.6 BlueHDi Style,2016,189850,Dizel,Otomatik,Hatchback 5 kapı,120.0,1.6,Önden Çekiş,0,"front-hood,rear-right-mudguard",,512750,7.0
542,Seat Leon 1.9 TDI Style,2008,224000,Dizel,Manuel,Hatchback 5 kapı,105.0,1.9,Önden Çekiş,0,"front-bumper,front-right-mudguard,front-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper","front-hood,rear-right-door",307000,15.0
543,Skoda Octavia 1.6 TDI  Elegance CR,2013,178000,Dizel,Yarı Otomatik,Station Wagon,105.0,1.6,Önden Çekiş,0,,,593000,10.0
544,Renault Clio 1.4 Dynamique,2004,276000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,113.0,1.5,Önden Çekiş,0,,,258000,19.0
545,Volkswagen Jetta 1.6 TDI Comfortline,2012,245000,Dizel,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,,,485000,11.0
546,Fiat Punto EVO 1.4 Fire Dynamic,2010,185000,Benzin & LPG,Manuel,Hatchback 5 kapı,77.0,1.4,Önden Çekiş,0,,,345000,13.0
547,Ford Focus 1.5 TDCi Trend X,2016,193000,Dizel,Yarı Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,,,573000,7.0
548,Kia Rio 1.4 CRDi Comfort,2015,132500,Dizel,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,1,,,299750,8.0
549,Volkswagen Polo 1.4 TDI Comfortline,2017,125000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,605000,6.0
550,Skoda Scala 1.0 TSI Comfort,2021,16000,Benzin,Otomatik,Hatchback 5 kapı,110.0,1.0,Önden Çekiş,1,,,630000,2.0
551,Volkswagen Golf 1.4 TSI Trendline,2010,275000,Benzin,Manuel,Hatchback 5 kapı,122.0,1.4,Önden Çekiş,0,,"rear-left-door,rear-left-mudguard",397000,13.0
552,Volkswagen Passat 1.6 TDI BlueMotion Highline,2016,103000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,1249000,7.0
553,Honda Civic 1.5 VTEC Eco Elegance,2021,11300,Benzin & LPG,Yarı Otomatik,Sedan,129.0,1.5,Önden Çekiş,0,,,1021000,2.0
554,Volkswagen Jetta 1.6 TDI Trendline,2015,82000,Dizel,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,,,700000,8.0
555,Renault Clio 1.5 dCi Extreme,2009,140000,Dizel,Manuel,Hatchback 5 kapı,65.0,1.5,Önden Çekiş,0,"rear-right-door,rear-left-door",,297000,14.0
556,Hyundai i20 1.4 MPI Jump,2022,10500,Benzin,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,612000,1.0
557,Opel Astra 1.4 T Cosmo,2012,94000,Benzin & LPG,Manuel,Hatchback 5 kapı,140.0,1.4,Önden Çekiş,0,"front-hood,rear-right-door,rear-right-mudguard",,530000,11.0
558,BMW 5 Serisi 525d xDrive  Premium,2015,173000,Dizel,Yarı Otomatik,Sedan,218.0,2.0,4WD (Sürekli),0,,,1408000,8.0
559,Peugeot 308 1.6 BlueHDi Active,2016,210000,Dizel,Otomatik,Hatchback 5 kapı,120.0,1.6,Önden Çekiş,0,,,545000,7.0
560,Dacia Sandero 1.0 T Comfort,2022,1001,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.0,Önden Çekiş,0,,,624000,1.0
561,Fiat Egea 1.3 Multijet Easy,2020,44000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,478000,3.0
562,Seat Leon 1.4 TSI Style,2011,226000,Benzin,Manuel,Hatchback 5 kapı,125.0,1.4,Önden Çekiş,0,,,415000,12.0
563,Toyota Corolla 1.6 Comfort Extra,2012,90000,Benzin,Manuel,Sedan,124.0,1.6,Önden Çekiş,0,rear-right-mudguard,,557000,11.0
564,Renault Megane 1.5 dCi Extreme,2008,191000,Dizel,Manuel,Sedan,80.0,1.5,Önden Çekiş,0,"front-right-door,rear-right-door,front-left-door,rear-left-door",front-hood,299000,15.0
565,Renault Clio 1.0 TCe Joy,2021,13350,Benzin,Yarı Otomatik,Hatchback 5 kapı,100.0,1.0,Önden Çekiş,0,,,600000,2.0
566,Honda Civic 1.6i VTEC Dream,2011,122000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,470000,12.0
567,Fiat Linea 1.3 Multijet Easy,2012,280000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,220000,11.0
568,Renault Symbol 1.5 DCI Authentique,2011,290000,Dizel,Manuel,Sedan,65.0,1.5,Önden Çekiş,0,"front-bumper,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper",front-hood,230000,12.0
569,Renault Symbol 1.5 DCI Expression,2012,307000,Dizel,Manuel,Sedan,85.0,1.5,Önden Çekiş,1,,,210000,11.0
570,Hyundai Accent Era 1.5 CRDi Start,2010,371000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,,,210000,13.0
571,Fiat Egea 1.3 Multijet Urban Plus,2020,30000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,1,,,600000,3.0
572,Fiat Egea 1.3 Multijet Easy,2017,135000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,rear-left-door,,415000,6.0
573,Citroën C4 1.6 e-HDi Confort,2012,190200,Dizel,Yarı Otomatik,Hatchback 5 kapı,112.0,1.6,Önden Çekiş,0,,,410000,11.0
574,BMW 5 Serisi 520d Comfort,2011,235000,Dizel,Yarı Otomatik,Sedan,184.0,2.0,Arkadan İtiş,0,,,1120000,12.0
575,Volkswagen Passat 1.6 TDI BlueMotion Comfortline,2015,169000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,rear-left-mudguard,"front-right-mudguard,front-right-door,front-left-mudguard",740000,8.0
576,Renault Megane 1.5 Blue DCI Joy,2020,58000,Dizel,Otomatik,Sedan,115.0,1.5,Önden Çekiş,0,,,735000,3.0
577,Volkswagen Passat 1.6 TDI BlueMotion Highline,2017,115000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,1360000,6.0
578,Toyota Corolla 1.6 Advance,2017,38000,Benzin & LPG,Yarı Otomatik,Sedan,132.0,1.6,Önden Çekiş,0,,,745000,6.0
579,Peugeot 206 + 1.4 HDi Comfort,2010,200000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,,,275000,13.0
580,Opel Insignia 1.6 CDTI  Grand Sport Design,2018,70000,Dizel,Otomatik,Sedan,163.0,1.5,Önden Çekiş,0,"front-hood,front-right-mudguard,front-right-door,rear-right-door",,845000,5.0
581,Volkswagen Polo 1.4 Comfortline,2010,183500,Benzin,Manuel,Hatchback 5 kapı,85.0,1.4,Önden Çekiş,0,,,380000,13.0
582,Fiat Egea 1.3 Multijet Urban,2017,78000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,487500,6.0
583,Seat Ibiza 1.2 TSI Style,2014,127000,Benzin,Yarı Otomatik,Hatchback 5 kapı,105.0,1.2,Önden Çekiş,0,"front-bumper,front-left-door",front-left-mudguard,476000,9.0
584,Toyota Corolla 1.4 D-4D Comfort Extra,2012,185000,Dizel,Manuel,Sedan,90.0,1.4,Önden Çekiş,0,,,417500,11.0
585,Dacia Sandero 0.9 TCe Stepway,2019,52000,Benzin,Manuel,Hatchback 5 kapı,90.0,0.9,Önden Çekiş,0,,,514000,4.0
586,Peugeot 208 1.4 HDi Active,2015,14476,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,,475000,8.0
587,Volkswagen Jetta 1.2 TSI Trendline,2011,174000,Benzin,Manuel,Sedan,105.0,1.2,Önden Çekiş,1,,,415000,12.0
588,Peugeot 301 1.6 BlueHDI Active,2018,112300,Dizel,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,"front-hood,front-right-mudguard,front-left-mudguard",375000,5.0
589,Opel Astra 1.6 Cosmo,2011,170000,Benzin & LPG,Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,front-right-mudguard,,465000,12.0
590,Volkswagen Polo 1.4 TDI Comfortline,2015,120000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,550000,8.0
591,Fiat Linea 1.3 Multijet Emotion,2008,270000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,,,218000,15.0
592,Mercedes - Benz A Serisi A 160 Avantgarde,2001,156000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,102.0,1.6,Önden Çekiş,0,,,258000,22.0
593,Opel Insignia 1.6 CDTI  Cosmo,2015,146000,Dizel,Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,"front-right-mudguard,rear-left-mudguard,rear-bumper",,705000,8.0
594,Fiat Egea 1.4 Fire Urban,2021,47000,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,515000,2.0
595,Peugeot 301 1.6 BlueHDI Active,2018,57250,Dizel,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,,,446000,5.0
596,Volkswagen Polo 1.4 TDI Comfortline,2016,130000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,475000,7.0
597,Toyota Corolla 1.4 D-4D Touch,2015,189000,Dizel,Yarı Otomatik,Sedan,90.0,1.4,Önden Çekiş,0,,,489500,8.0
598,Renault Symbol 1.5 DCI Joy,2017,150000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,front-right-mudguard,,400000,6.0
599,Volkswagen Jetta 1.4 TSI Comfortline,2009,231000,Benzin,Manuel,Sedan,122.0,1.4,Önden Çekiş,0,"front-hood,rear-right-door,rear-left-mudguard",front-left-mudguard,360000,14.0
600,Hyundai Getz 1.5 CRDi Active,2006,205000,Dizel,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,,,215000,17.0
601,BMW 1 Serisi 116i Standart,2006,239000,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Arkadan İtiş,0,,,379000,17.0
602,Hyundai Getz 1.5 CRDi VGT Start,2011,170000,Dizel,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,front-left-mudguard,front-left-door",,299000,12.0
603,Renault Clio 1.4 RTA,2000,231147,Benzin & LPG,Manuel,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,0,,,200000,23.0
604,Renault Megane 1.4 Authentique,2006,180000,Benzin & LPG,Manuel,Hatchback 5 kapı,80.0,1.4,Önden Çekiş,0,front-left-door,,290000,17.0
605,Ford Focus 1.6 TDCi Trend X,2015,114000,Dizel,Manuel,Sedan,95.0,1.6,Önden Çekiş,0,rear-bumper,,585000,8.0
606,Mercedes - Benz C Serisi C 200 d BlueTEC AMG,2017,80000,Dizel,Otomatik,Sedan,136.0,1.6,Arkadan İtiş,0,,,1479000,6.0
607,Ford Focus 1.6 Ti-VCT Trend X,2016,210000,Benzin & LPG,Manuel,Sedan,113.0,1.5,Önden Çekiş,0,rear-right-mudguard,,525000,7.0
608,Opel Corsa 1.3 CDTI  Enjoy,2008,192200,Dizel,Manuel,Hatchback 5 kapı,90.0,1.2,Önden Çekiş,1,"front-bumper,front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-bumper","roof,rear-hood",260000,15.0
609,BMW 5 Serisi 525d xDrive  Comfort,2012,293000,Dizel,Yarı Otomatik,Sedan,218.0,2.0,4WD (Sürekli),0,rear-left-door,,1050000,11.0
610,Peugeot 206 + 1.4 HDi Comfort,2010,117000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,,"front-left-mudguard,front-left-door",273500,13.0
611,Hyundai i20 1.2 D-CVVT Jump,2013,100700,Benzin,Manuel,Hatchback 5 kapı,85.0,1.2,Önden Çekiş,0,"front-left-door,rear-left-door",,371500,10.0
612,Fiat Punto Grande 1.4 Fire Dynamic,2007,215000,Benzin & LPG,Manuel,Hatchback 5 kapı,77.0,1.4,Önden Çekiş,0,,,260000,16.0
613,Mercedes - Benz C Serisi C 220 CDI Avantgarde,2009,310000,Dizel,Otomatik,Sedan,170.0,2.1,Arkadan İtiş,0,,,500000,14.0
614,Volkswagen Golf 1.6 FSI Comfortline,2005,245000,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,265000,18.0
615,Ford Focus 1.5 TDCi Trend X,2018,125800,Dizel,Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,,,780000,5.0
616,Fiat Linea 1.3 Multijet Actual Plus,2014,119000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,1,"front-hood,front-right-mudguard,rear-right-mudguard,rear-left-mudguard",,285000,9.0
617,Volkswagen Beetle 1.2 TSI Beetle,2012,130000,Benzin,Manuel,Hatchback 3 kapı,105.0,1.2,Önden Çekiş,0,"front-hood,rear-right-mudguard,front-left-door","front-right-mudguard,front-right-door,front-left-mudguard",468000,11.0
618,Volkswagen Golf 1.6 TDI BlueMotion Highline,2014,210000,Dizel,Yarı Otomatik,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,,,715000,9.0
619,Renault Megane 1.5 dCi Touchrome,2017,60000,Dizel,Otomatik,Hatchback 5 kapı,110.0,1.5,Önden Çekiş,0,,"front-bumper,front-right-mudguard",665000,6.0
620,Hyundai Elantra 1.6 MPI Style,2020,13000,Benzin,Manuel,Sedan,127.0,1.6,Önden Çekiş,0,,,699000,3.0
621,Peugeot 301 1.6 HDi Active,2015,154000,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,,"front-hood,front-left-mudguard",375000,8.0
622,Toyota Corolla 1.5 Flame X-Pack,2021,6003,Benzin,Otomatik,Sedan,125.0,1.5,Önden Çekiş,0,,,897750,2.0
623,Peugeot 206 + 1.4 Comfort,2011,179000,Benzin & LPG,Manuel,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard",front-left-mudguard,285000,12.0
624,Fiat Egea 1.3 Multijet Easy,2017,159000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,"front-right-door,rear-right-door,front-left-door,rear-left-mudguard",front-left-mudguard,425000,6.0
625,Citroën C-Elysée 1.6 HDi  Attraction,2016,122000,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,,,407000,7.0
626,Kia Ceed 1.6 CRDi Motion,2011,140000,Dizel,Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,"front-right-mudguard,rear-left-mudguard",,420000,12.0
627,Volkswagen Passat 1.6 TDI BlueMotion Comfortline,2015,157500,Dizel,Manuel,Sedan,120.0,1.6,Önden Çekiş,1,front-left-mudguard,"front-hood,front-right-mudguard",725000,8.0
628,Volkswagen Passat 1.6 TDI BlueMotion Comfortline,2014,169000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,,,675000,9.0
629,Volkswagen Polo 1.4 TDI Comfortline,2003,264000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,0,"front-hood,front-right-mudguard,rear-right-door,rear-left-mudguard",,220000,20.0
630,Nissan Micra 1.2 Match,2017,54200,Benzin,Yarı Otomatik,Hatchback 5 kapı,80.0,1.2,Önden Çekiş,0,,,525000,6.0
631,Audi A3 A3 Sportback 1.6 Ambition,2008,147600,Benzin,Otomatik,Hatchback 5 kapı,102.0,1.6,Önden Çekiş,0,"front-bumper,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-bumper",,432000,15.0
632,Renault Clio 1.0 TCe Touch,2021,9000,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.0,Önden Çekiş,0,,,668000,2.0
633,Volkswagen Jetta 1.6 TDI Comfortline,2013,250000,Dizel,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,"front-bumper,front-hood,roof,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood",,440000,10.0
634,Fiat Egea 1.4 Fire Lounge,2021,5000,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,660000,2.0
635,Mercedes - Benz E Serisi E 180 Elite,2013,136500,Benzin,Yarı Otomatik,Sedan,156.0,1.6,Arkadan İtiş,0,,,1295000,10.0
636,Ford Fiesta 1.4 TDCi Comfort,2004,160000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,"front-right-mudguard,rear-right-mudguard,front-left-mudguard,rear-left-mudguard,rear-bumper",,275000,19.0
637,Mercedes - Benz E Serisi E 350 CDI Premium,2011,235000,Dizel,Otomatik,Sedan,265.0,3.0,4WD (Sürekli),0,,"front-hood,front-right-mudguard",1300000,12.0
638,Renault Megane 1.3 TCe Joy,2020,28346,Benzin,Manuel,Sedan,140.0,1.3,Önden Çekiş,0,,,642000,3.0
639,Toyota Corolla 1.6 Touch,2013,116500,Benzin,Yarı Otomatik,Sedan,132.0,1.6,Önden Çekiş,0,,"front-bumper,front-hood,front-left-mudguard",555000,10.0
640,Volkswagen Golf 1.6 Primeline,2009,186000,Benzin & LPG,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,,,400000,14.0
641,Hyundai Getz 1.3 GLS,2004,254000,Benzin & LPG,Manuel,Hatchback 5 kapı,82.0,1.3,Önden Çekiş,0,,,235000,19.0
642,Nissan Micra 1.2 Punch,2012,107000,Benzin,Yarı Otomatik,Hatchback 5 kapı,80.0,1.2,Önden Çekiş,0,,,420000,11.0
643,Seat Leon 1.6 TDI Style,2017,105000,Dizel,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,784500,6.0
644,Opel Astra 1.4 T Enjoy,2015,127000,Benzin,Manuel,Hatchback 5 kapı,150.0,1.4,Önden Çekiş,0,,,580000,8.0
645,Mercedes - Benz C Serisi C 180 BlueEfficiency C-Edition,2014,120000,Benzin,Yarı Otomatik,Coupe,156.0,1.6,Arkadan İtiş,0,,,975000,9.0
646,Renault Fluence 1.5 dCi Business,2012,175000,Dizel,Yarı Otomatik,Sedan,88.0,1.5,Önden Çekiş,0,rear-right-mudguard,,420000,11.0
647,Renault Megane 1.5 dCi GT-Line,2014,100000,Dizel,Yarı Otomatik,Hatchback 5 kapı,110.0,1.5,Önden Çekiş,0,"rear-right-mudguard,front-left-mudguard",front-right-mudguard,599500,9.0
648,Citroën C5 1.6 HDi SX,2010,217000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,"front-hood,front-left-mudguard",345000,13.0
649,Peugeot 206 1.4 XR,2001,247000,Benzin & LPG,Otomatik,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,0,rear-right-mudguard,front-hood,205000,22.0
650,Hyundai Getz 1.5 CRDi VGT,2006,160000,Dizel,Manuel,Hatchback 5 kapı,110.0,1.5,Önden Çekiş,0,,"front-right-mudguard,front-left-mudguard",270000,17.0
651,Renault Clio 1.0 SCe Joy,2022,1001,Benzin,Manuel,Hatchback 5 kapı,65.0,1.0,Önden Çekiş,0,,,535000,1.0
652,Renault Megane 1.6 Dynamique,2004,23000,Benzin & LPG,Manuel,Sedan,115.0,1.6,Önden Çekiş,1,"front-hood,front-right-mudguard,front-left-mudguard",,255000,19.0
653,Renault Megane 1.5 dCi Authentique,2005,313000,Dizel,Manuel,Sedan,86.0,1.5,Önden Çekiş,0,"front-bumper,roof,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper",front-hood,237000,18.0
654,BMW 5 Serisi 520d xDrive Sport Line,2017,130000,Dizel,Otomatik,Sedan,190.0,2.0,4WD (Sürekli),0,,,2900000,6.0
655,Opel Corsa 1.2 Enjoy,2007,280000,Benzin,Manuel,Hatchback 5 kapı,80.0,1.2,Önden Çekiş,0,,,259999,16.0
656,Peugeot 206 1.4 Comfort,2007,213000,Benzin & LPG,Manuel,Sedan,75.0,1.4,Önden Çekiş,0,,,220000,16.0
657,Volkswagen Passat 1.6 TDI BlueMotion Trendline,2016,230000,Dizel,Yarı Otomatik,Sedan,120.0,1.6,Önden Çekiş,0,,,760000,7.0
658,Renault Megane 1.5 dCi Icon,2016,88000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,,,775000,7.0
659,Chevrolet Cruze 1.6 LS,2010,207000,Benzin & LPG,Manuel,Sedan,113.0,1.6,Önden Çekiş,0,,,295000,13.0
660,Opel Corsa 1.4 Twinport Enjoy,2005,315000,Benzin & LPG,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,"rear-right-door,front-left-door",,242500,18.0
661,Volkswagen Polo 1.4 TDI Comfortline,2014,189000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,"front-right-mudguard,rear-right-door",front-left-door,427500,9.0
662,Volvo S40 1.8,2000,288000,Benzin & LPG,Manuel,Sedan,122.0,1.8,Önden Çekiş,1,"front-bumper,front-hood,roof,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood",,225000,23.0
663,Renault Megane 1.5 dCi Touch,2018,108000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,642500,5.0
664,Renault Clio 1.2 Joy,2014,158000,Benzin,Manuel,Hatchback 5 kapı,75.0,1.1,Önden Çekiş,0,front-left-door,,379900,9.0
665,Opel Astra 1.6 Essentia,2012,82500,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,445000,11.0
666,Toyota Corolla 1.6 Flame,2019,104000,Benzin & LPG,Yarı Otomatik,Sedan,132.0,1.6,Önden Çekiş,1,,,685000,4.0
667,Volkswagen Jetta 1.6 TDI Highline,2015,99000,Dizel,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,,,710000,8.0
668,Volkswagen Passat 1.4 TSI BlueMotion Comfortline,2014,165000,Benzin,Yarı Otomatik,Sedan,122.0,1.4,Önden Çekiş,0,,,715000,9.0
669,Hyundai Getz 1.3 GLS,2003,179000,Benzin & LPG,Otomatik,Hatchback 5 kapı,82.0,1.3,Önden Çekiş,0,,,310000,20.0
670,Volkswagen Passat Variant 1.6 TDI BlueMotion Comfortline,2012,139000,Dizel,Manuel,Station Wagon,105.0,1.6,Önden Çekiş,0,,,695000,11.0
671,Citroën C5 1.6 e-HDi  Dynamique,2012,222222,Dizel,Yarı Otomatik,Sedan,112.0,1.6,Önden Çekiş,0,"front-right-door,front-left-mudguard",front-right-mudguard,365000,11.0
