,brand_model,year,km,fuel_type,transmission,body_type,power,displacement,drivewheel,hard_hit,painted_parts,changed_parts,listing_price,age
353,Chevrolet Cruze 1.6 LT,2012,108000,Benzin & LPG,Manuel,Hatchback 5 kapı,124.0,1.6,Önden Çekiş,0,"front-right-door,front-left-mudguard,rear-left-mudguard",,409250,11.0
354,Opel Corsa 1.0 ECO Club,2002,159000,Benzin,Yarı Otomatik,Hatchback 5 kapı,58.0,1.0,Önden Çekiş,0,"front-bumper,front-hood,roof,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper",,244000,21.0
355,Mercedes - Benz C Serisi C 200 AMG,2022,14500,Hybrid,Otomatik,Sedan,204.0,1.5,4WD (Sürekli),0,,,2775000,1.0
356,Honda Civic 1.6i VTEC Elegance,2011,168000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,540000,12.0
357,Seat Ibiza 1.4 Sport Tourer  Copa,2011,196000,Benzin,Manuel,Station Wagon,85.0,1.4,Önden Çekiş,0,,,340000,12.0
358,Renault Clio 1.0 TCe Joy,2023,1001,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.0,Önden Çekiş,0,,,661000,0.0
359,Ford Fiesta 1.4 TDCi Titanium,2012,80576,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,,,555000,11.0
360,Honda Civic 1.6i VTEC Eco Executive,2018,110000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,rear-right-mudguard,,785000,5.0
361,Volvo S40 1.6 D,2012,216400,Dizel,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,"front-bumper,front-left-mudguard",front-left-door,485000,11.0
362,BMW 1 Serisi 116i Premium,2011,52000,Benzin,Otomatik,Hatchback 5 kapı,116.0,1.6,Arkadan İtiş,0,"rear-left-door,rear-left-mudguard,rear-hood,rear-bumper",,605000,12.0
363,Ford Focus 1.5 TDCi Trend X,2017,57000,Dizel,Yarı Otomatik,Sedan,120.0,1.5,Önden Çekiş,0,,,718000,6.0
364,Fiat Egea 1.3 Multijet Easy,2021,42000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,538000,2.0
365,Citroën C-Elysée 1.6 HDi  Attraction,2016,199400,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,1,"front-right-door,front-left-mudguard,front-left-door,rear-left-door","rear-right-mudguard,rear-left-mudguard,rear-hood,rear-bumper",298000,7.0
366,Volkswagen Polo 1.6 TDI Comfortline,2013,196000,Dizel,Yarı Otomatik,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,1,,,397000,10.0
367,Peugeot 301 1.6 HDi Active,2017,13000,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,,,505000,6.0
368,Volkswagen Polo 1.2 TSI Lounge,2015,74000,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.2,Önden Çekiş,0,,"rear-hood,rear-bumper",475000,8.0
369,Renault Clio 1.5 dCi Joy,2015,215000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,,359000,8.0
370,Seat Leon 1.4 TSI Style,2011,127000,Benzin,Manuel,Hatchback 5 kapı,125.0,1.4,Önden Çekiş,0,,,540000,12.0
371,Fiat Egea 1.3 Multijet Easy,2019,106000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,468000,4.0
372,Ford Focus 1.6 TDCi Collection,2011,206000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,,417500,12.0
373,Volkswagen Polo 1.4 Trendline,2007,140000,Benzin & LPG,Otomatik,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,1,"front-bumper,front-hood,rear-right-mudguard,rear-hood,rear-bumper",,295000,16.0
374,Hyundai Accent Blue 1.6 CRDI Mode Plus,2018,100841,Dizel,Yarı Otomatik,Sedan,136.0,1.6,Önden Çekiş,0,,,585000,5.0
375,Hyundai Getz 1.5 CRDi VGT,2006,277500,Dizel,Manuel,Hatchback 5 kapı,88.0,1.5,Önden Çekiş,0,,,230000,17.0
376,Ford Fiesta 1.5 TDCi Titanium,2013,184000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,0,,front-hood,395000,10.0
377,Renault Megane 1.5 dCi Authentique,2006,190000,Dizel,Manuel,Sedan,105.0,1.5,Önden Çekiş,0,,,279500,17.0
378,Toyota Yaris 1.4 D-4D Terra,2007,180000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,,,350000,16.0
379,Peugeot 508 2.0 HDi Allure,2014,195000,Dizel,Yarı Otomatik,Sedan,163.0,2.0,Önden Çekiş,0,"rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood",,696000,9.0
380,BMW 3 Serisi 316i Techno Plus,2014,62000,Benzin,Otomatik,Sedan,136.0,1.6,Arkadan İtiş,0,,,1100000,9.0
381,Fiat Marea 1.6 Liberty,2004,275000,Benzin & LPG,Manuel,Sedan,103.0,1.6,Önden Çekiş,0,,,245000,19.0
382,Renault Symbol 1.5 DCI Authentique,2009,225000,Dizel,Manuel,Sedan,85.0,1.5,Önden Çekiş,1,"front-bumper,front-hood,roof,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door,rear-left-mudguard,rear-hood",,245000,14.0
383,Ford Fiesta 1.4 TDCi Comfort,2008,260000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,front-left-mudguard,,269000,15.0
384,Skoda Rapid 1.4 TDI GreenTec Style,2016,175000,Dizel,Yarı Otomatik,Sedan,90.0,1.4,Önden Çekiş,0,,,535000,7.0
385,Audi A4 A4 Sedan 2.0 TDI,2012,208000,Dizel,Yarı Otomatik,Sedan,163.0,1.9,Önden Çekiş,1,front-right-mudguard,,710000,11.0
386,Opel Astra 1.6 CD,2000,207000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,,,265000,23.0
387,Skoda Octavia 1.6 TDI  Optimal,2019,104000,Dizel,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,front-right-mudguard,,785000,4.0
388,Ford B-Max 1.4 Trend,2013,98000,Benzin,Manuel,MPV,90.0,1.4,Önden Çekiş,0,front-right-door,"front-hood,front-right-mudguard",417500,10.0
389,Renault Fluence 1.5 dCi Icon,2013,78000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,,,590000,10.0
390,Volkswagen Bora 1.6 Comfortline,2001,282000,Benzin & LPG,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,"front-left-mudguard,front-left-door",,315000,22.0
391,Chevrolet Cruze 1.6 Sport Plus,2013,84000,Benzin & LPG,Otomatik,Sedan,124.0,1.6,Önden Çekiş,0,,,495000,10.0
392,Fiat Egea 1.4 Fire Urban,2023,1001,Benzin,Manuel,Sedan,95.0,1.4,Önden Çekiş,0,,,559000,0.0
393,Peugeot 407 1.6 HDi Executive,2006,245000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,,350000,17.0
394,Volkswagen Polo 1.4 Basicline,2004,215000,Benzin & LPG,Manuel,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,0,,,269000,19.0
395,Renault Megane 1.5 dCi Authentique,2009,257599,Dizel,Manuel,Sedan,85.0,1.5,Önden Çekiş,0,"front-bumper,front-hood,rear-bumper",,305000,14.0
396,Renault Megane 1.3 TCe Touch,2023,1025,Benzin,Yarı Otomatik,Sedan,140.0,1.3,Önden Çekiş,0,,,940000,0.0
397,Skoda Octavia 1.6 Classic,2002,208000,Benzin & LPG,Manuel,Hatchback 5 kapı,102.0,1.6,Önden Çekiş,0,,,240000,21.0
398,Volkswagen Polo 1.6 TDI Comfortline,2020,24000,Dizel,Yarı Otomatik,Hatchback 5 kapı,95.0,1.6,Önden Çekiş,0,"front-left-door,rear-left-door",,775000,3.0
399,Renault Fluence 1.5 dCi Touch,2016,160000,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,458000,7.0
400,Hyundai i20 1.4 MPI Elite Smart,2020,73000,Benzin & LPG,Otomatik,Hatchback 5 kapı,100.0,1.4,Önden Çekiş,0,,,642500,3.0
401,Volkswagen Jetta 1.4 TSI Highline,2013,157200,Benzin,Yarı Otomatik,Sedan,122.0,1.4,Önden Çekiş,0,,,606000,10.0
402,Nissan Almera 1.5 Tekna,2007,239000,Benzin & LPG,Manuel,Hatchback 5 kapı,98.0,1.5,Önden Çekiş,1,,,225000,16.0
403,Ford Focus 1.6 TDCi Trend,2010,263000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,,,282000,13.0
404,Renault R 12 Toros,2000,78000,Benzin & LPG,Manuel,Station Wagon,72.0,1.4,Önden Çekiş,0,front-left-mudguard,,224000,23.0
405,Chevrolet Cruze 1.6 LS,2010,15000,Benzin & LPG,Manuel,Sedan,113.0,1.6,Önden Çekiş,0,,,355000,13.0
406,Honda Civic 1.6 VTEC ES,2005,267000,Benzin & LPG,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,front-right-mudguard,,388000,18.0
407,Volkswagen Jetta 1.6 TDI Primeline,2011,184000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,front-right-mudguard,"front-left-mudguard,rear-left-door",423000,12.0
408,Ford Focus 1.6 Titanium,2009,160000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,,,445000,14.0
409,BMW 5 Serisi 525 xDrive Touring,2012,315000,Dizel,Otomatik,Station Wagon,218.0,2.0,4WD (Sürekli),0,,,1199000,11.0
410,Renault Fluence 1.5 dCi Touch Plus,2016,460215,Dizel,Manuel,Sedan,90.0,1.5,Önden Çekiş,1,,,329750,7.0
411,Volkswagen Passat 1.5 TSI  Impression,2020,31000,Benzin,Yarı Otomatik,Sedan,150.0,1.5,Önden Çekiş,0,front-bumper,"front-hood,front-right-mudguard",960000,3.0
412,Renault Clio 1.0 SCe Joy,2022,11000,Benzin,Manuel,Hatchback 5 kapı,65.0,1.0,Önden Çekiş,1,,,485000,1.0
413,Honda Civic 1.6i VTEC Eco Executive,2017,93000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,,,750000,6.0
414,Honda Civic 1.8 Sport,2008,200415,Benzin & LPG,Otomatik,Hatchback 5 kapı,140.0,1.8,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,front-left-door,rear-left-door",,400000,15.0
415,Ford Focus 1.6 TDCi Titanium,2016,119000,Dizel,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,660000,7.0
416,BMW 5 Serisi 520i Comfort,2014,175000,Benzin,Yarı Otomatik,Sedan,170.0,1.6,Arkadan İtiş,0,,,1070000,9.0
417,Fiat Linea 1.3 Multijet Active Plus,2010,125000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,"front-right-mudguard,rear-left-door",,325000,13.0
418,Mercedes - Benz S Serisi S 500 500 L,2007,280000,Benzin & LPG,Otomatik,Sedan,388.0,5.5,4WD (Sürekli),0,,,300000,16.0
419,Mercedes - Benz CLA 180 d AMG,2015,137000,Dizel,Yarı Otomatik,Coupe,109.0,1.5,Önden Çekiş,1,"front-hood,front-left-mudguard,rear-left-door,rear-left-mudguard","front-bumper,front-right-mudguard",750000,8.0
420,Toyota Corolla 1.6 Advance,2014,96560,Benzin & LPG,Manuel,Sedan,132.0,1.6,Önden Çekiş,0,,front-bumper,595000,9.0
421,Ford Fiesta 1.4 TDCi Comfort,2005,224000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,,245000,18.0
422,Audi A3 A3 Hatchback 1.9 TDI Attraction,2005,380000,Dizel,Manuel,Hatchback 5 kapı,138.0,1.9,Önden Çekiş,0,"front-left-mudguard,front-left-door",,355000,18.0
423,Toyota Corolla 1.5 Dream,2022,1001,Benzin,Otomatik,Sedan,125.0,1.5,Önden Çekiş,0,,,890000,1.0
424,Peugeot 206 1.6 XT,2003,191200,Benzin & LPG,Otomatik,Hatchback 5 kapı,110.0,1.6,Önden Çekiş,0,,,247750,20.0
425,Renault Clio 1.5 dCi Touch,2018,100000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.5,Önden Çekiş,0,,,520000,5.0
426,Toyota Corolla 1.33 Life,2015,104000,Benzin & LPG,Manuel,Sedan,99.0,1.3,Önden Çekiş,0,front-left-mudguard,,520000,8.0
427,Volkswagen Polo 1.2 TSI Comfortline,2016,99000,Benzin,Yarı Otomatik,Hatchback 5 kapı,90.0,1.2,Önden Çekiş,0,,,592500,7.0
428,Skoda Superb 1.6 TDI Prestige,2012,246000,Dizel,Manuel,Sedan,105.0,1.6,Önden Çekiş,0,"front-right-mudguard,rear-right-mudguard",,550000,11.0
429,Citroën C-Elysée 1.5 BlueHDI Feel,2020,110000,Dizel,Manuel,Sedan,100.0,1.5,Önden Çekiş,0,,,445000,3.0
430,Volkswagen Polo 1.0 TSI Comfortline,2017,78000,Benzin,Yarı Otomatik,Hatchback 5 kapı,95.0,1.0,Önden Çekiş,0,,,643750,6.0
431,Ford Fiesta 1.5 TDCi Titanium,2016,133000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.5,Önden Çekiş,1,,,390000,7.0
432,Volkswagen Jetta 2.0 TDI Comfortline,2006,292000,Dizel,Yarı Otomatik,Sedan,140.0,2.0,Önden Çekiş,0,,,320000,17.0
433,Renault Fluence 1.5 dCi Icon,2014,243000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,"front-right-mudguard,rear-right-mudguard,rear-left-mudguard",rear-left-door,435000,9.0
434,Honda Civic 1.6i VTEC Eco Elegance,2016,85000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,1,"roof,front-right-door,rear-right-door,rear-right-mudguard,front-left-door,rear-hood","front-hood,front-right-mudguard,front-left-mudguard,rear-left-mudguard",570000,7.0
435,Renault Megane 1.6 Dynamique,2004,85000,Benzin,Otomatik,Sedan,115.0,1.6,Önden Çekiş,0,"front-right-door,rear-right-door,rear-right-mudguard,front-left-mudguard,rear-left-door,rear-left-mudguard,rear-hood,rear-bumper",,365000,19.0
436,Opel Astra 1.4 T Edition Plus,2020,52000,Benzin,Otomatik,Sedan,140.0,1.4,Önden Çekiş,0,,,693000,3.0
437,Toyota Corolla 1.33 Comfort,2011,247000,Benzin & LPG,Manuel,Sedan,99.0,1.3,Önden Çekiş,0,front-hood,,370000,12.0
438,BMW 3 Serisi 320d Standart,2013,304000,Dizel,Otomatik,Sedan,184.0,2.0,Arkadan İtiş,0,,,785000,10.0
439,Volkswagen Passat 1.5 TSI  Business,2020,18500,Benzin,Otomatik,Sedan,150.0,1.5,Önden Çekiş,0,,,1275000,3.0
440,Peugeot 301 1.6 HDi Active,2018,88000,Dizel,Manuel,Sedan,92.0,1.6,Önden Çekiş,0,rear-left-mudguard,,450000,5.0
441,BMW 7 Serisi 730d Standart,2010,234000,Dizel,Otomatik,Sedan,245.0,3.0,Arkadan İtiş,0,"front-bumper,front-right-mudguard",,1425000,13.0
442,Peugeot 206 + 1.4 HDi Comfort,2011,250000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,front-right-mudguard,,295000,12.0
443,Opel Astra 1.6 Edition,2015,134000,Benzin & LPG,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,475000,8.0
444,Volkswagen Golf 1.6 TDI Trendline,2012,266000,Dizel,Manuel,Hatchback 5 kapı,105.0,1.6,Önden Çekiş,0,,,375000,11.0
445,Kia Rio 1.5 Comfort,2005,60000,Benzin & LPG,Manuel,Sedan,97.0,1.5,Önden Çekiş,0,,,205000,18.0
446,Renault Symbol 1.5 DCI Authentique,2004,332000,Dizel,Manuel,Sedan,65.0,1.5,Önden Çekiş,0,,front-left-mudguard,233500,19.0
447,Opel Astra 1.4 T Dynamic,2016,94000,Benzin,Otomatik,Hatchback 5 kapı,150.0,1.4,Önden Çekiş,0,rear-hood,,727500,7.0
448,Volkswagen Passat 1.6 TDI BlueMotion Highline,2013,215000,Dizel,Yarı Otomatik,Sedan,105.0,1.6,Önden Çekiş,0,,,785000,10.0
449,Honda Civic 1.5 VTEC Sport,2017,85000,Benzin,Yarı Otomatik,Hatchback 5 kapı,182.0,1.5,Önden Çekiş,0,,,789000,6.0
450,Volkswagen Polo 1.4 TDI Trendline,2015,99000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.4,Önden Çekiş,0,,,407500,8.0
451,Opel Astra 1.4 T Cosmo,2012,195000,Benzin & LPG,Otomatik,Hatchback 5 kapı,140.0,1.4,Önden Çekiş,1,,,365000,11.0
452,Opel Astra 1.6 Edition,2014,265419,Benzin & LPG,Manuel,Sedan,115.0,1.6,Önden Çekiş,0,,,439500,9.0
453,Volkswagen Passat 1.8 T Comfortline,2000,398000,Benzin & LPG,Manuel,Sedan,150.0,1.8,Önden Çekiş,0,,,270000,23.0
454,Toyota Corolla 1.3 ECO,2000,178000,Benzin,Manuel,Sedan,86.0,1.3,Önden Çekiş,0,,,245000,23.0
455,Volkswagen Golf 1.4 TSI Trendline,2012,158000,Benzin,Yarı Otomatik,Hatchback 5 kapı,122.0,1.4,Önden Çekiş,0,,front-right-mudguard,537500,11.0
456,Volkswagen Golf 1.6 Primeline,2006,300000,Benzin & LPG,Manuel,Hatchback 5 kapı,102.0,1.6,Önden Çekiş,1,"front-bumper,front-right-mudguard,rear-bumper",,265000,17.0
457,Volkswagen Passat 1.4 TSI BlueMotion Comfortline,2014,131125,Benzin,Yarı Otomatik,Sedan,122.0,1.4,Önden Çekiş,0,front-bumper,front-right-mudguard,725000,9.0
458,Nissan Micra 1.5 dCi Mood,2009,175000,Dizel,Manuel,Hatchback 5 kapı,82.0,1.5,Önden Çekiş,0,,,290000,14.0
459,Peugeot 308 1.6 e-HDi Allure,2014,176000,Dizel,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,524000,9.0
460,Opel Astra 1.6 Comfort,2001,320000,Benzin & LPG,Manuel,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,1,,"front-right-mudguard,front-left-mudguard",208000,22.0
461,BMW 1 Serisi 116i Standart,2012,71500,Benzin,Otomatik,Hatchback 5 kapı,136.0,1.6,Arkadan İtiş,0,"front-hood,front-right-mudguard",,695000,11.0
462,Fiat Egea 1.3 Multijet Easy,2017,149999,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,408000,6.0
463,Volkswagen Polo 1.0 TSI R-Line,2018,30900,Benzin,Otomatik,Hatchback 5 kapı,95.0,1.0,Önden Çekiş,0,,,725000,5.0
464,Opel Corsa 1.2 Twinport Essentia,2011,262000,Benzin,Manuel,Hatchback 5 kapı,85.0,1.2,Önden Çekiş,0,,,255000,12.0
465,Honda Civic 1.6i VTEC Eco Elegance,2013,152000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,"front-hood,front-right-mudguard,front-left-mudguard",front-bumper,610000,10.0
466,Skoda Fabia 1.2 Classic,2010,99500,Benzin & LPG,Manuel,Hatchback 5 kapı,70.0,1.2,Önden Çekiş,0,,,345000,13.0
467,BMW 3 Serisi 316i Comfort,2014,197200,Benzin,Otomatik,Sedan,136.0,1.6,Arkadan İtiş,0,,,950000,9.0
468,Peugeot 407 1.6 HDi Executive,2006,253382,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,"front-right-mudguard,front-left-mudguard",,285000,17.0
469,Volkswagen Passat 2.0 TDI Comfortline,2006,420000,Dizel,Yarı Otomatik,Sedan,140.0,2.0,Önden Çekiş,0,"front-hood,roof,rear-left-door,rear-left-mudguard",,315000,17.0
470,Opel Astra 1.4 T Enjoy,2017,86000,Benzin,Otomatik,Hatchback 5 kapı,150.0,1.4,Önden Çekiş,0,rear-left-mudguard,,718000,6.0
471,Toyota Corolla 1.4 D-4D Elegant,2011,205000,Dizel,Yarı Otomatik,Sedan,90.0,1.4,Önden Çekiş,0,"front-right-mudguard,front-right-door",,475000,12.0
472,Opel Astra 1.3 CDTI Enjoy,2008,240000,Dizel,Manuel,Sedan,90.0,1.2,Önden Çekiş,0,,,333000,15.0
473,Renault Megane 1.5 dCi Impressor,2010,218000,Dizel,Manuel,Coupe,105.0,1.5,Önden Çekiş,0,,,453750,13.0
474,Hyundai i20 1.4 CRDi Style,2017,103600,Dizel,Manuel,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,0,"rear-left-door,rear-left-mudguard",,495000,6.0
475,Opel Corsa 1.2 Twinport Essentia,2012,122000,Benzin,Yarı Otomatik,Hatchback 5 kapı,85.0,1.2,Önden Çekiş,0,,,440000,11.0
476,Volkswagen Jetta 1.2 TSI BlueMotion Comfortline,2015,30000,Benzin,Manuel,Sedan,105.0,1.2,Önden Çekiş,0,,,725000,8.0
477,Audi A3 A3 Sportback 1.6 FSI,2006,159000,Benzin,Manuel,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,0,,,405000,17.0
478,Volkswagen Golf 1.6 TDI BlueMotion Midline Plus,2015,226000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.6,Önden Çekiş,0,,,480000,8.0
479,Ford Focus 1.6 TDCi Trend,2006,238000,Dizel,Manuel,Sedan,110.0,1.6,Önden Çekiş,0,rear-right-mudguard,front-left-mudguard,323000,17.0
480,Hyundai Accent Blue 1.6 CRDI Mode Plus,2014,144500,Dizel,Manuel,Sedan,136.0,1.6,Önden Çekiş,0,,,422000,9.0
481,Volkswagen VW CC 1.4 TSI Exclusive,2016,118000,Benzin,Yarı Otomatik,Coupe,150.0,1.4,Önden Çekiş,0,,,850000,7.0
482,Opel Corsa 1.3 CDTI  Essentia,2013,130000,Dizel,Manuel,Hatchback 5 kapı,75.0,1.2,Önden Çekiş,0,,,345000,10.0
483,Chevrolet Aveo 1.3 D LT,2012,127000,Dizel,Manuel,Sedan,75.0,1.2,Önden Çekiş,0,,,323750,11.0
484,Renault Symbol 1.4 Expression,2011,214000,Benzin & LPG,Manuel,Sedan,75.0,1.4,Önden Çekiş,0,,,275000,12.0
485,Ford Focus 1.5 TDCi Trend X,2017,191519,Dizel,Yarı Otomatik,Station Wagon,120.0,1.5,Önden Çekiş,1,"front-hood,front-right-mudguard,front-right-door,rear-right-door,rear-right-mudguard,rear-left-mudguard",,610000,6.0
486,BMW 5 Serisi 520d M Sport,2012,260000,Dizel,Yarı Otomatik,Sedan,184.0,2.0,Arkadan İtiş,0,,,999999,11.0
487,Honda Civic 1.6i VTEC Elegance,2007,224000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,"front-right-mudguard,front-right-door,rear-right-door,front-left-door",,481000,16.0
488,Fiat Egea 1.4 Fire Urban,2021,18500,Benzin & LPG,Manuel,Hatchback 5 kapı,95.0,1.4,Önden Çekiş,0,,,563000,2.0
489,Toyota Corolla 1.4 D-4D Touch,2015,136000,Dizel,Yarı Otomatik,Sedan,90.0,1.4,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,535000,8.0
490,Ford Fiesta 1.4 TDCi Comfort,2008,190000,Dizel,Manuel,Hatchback 5 kapı,68.0,1.4,Önden Çekiş,0,,,247000,15.0
491,Nissan Micra 1.2 Match,2016,57000,Benzin,Yarı Otomatik,Hatchback 5 kapı,80.0,1.2,Önden Çekiş,0,,,490000,7.0
492,Ford Focus 1.6 Comfort,2002,345000,Benzin & LPG,Manuel,Sedan,100.0,1.6,Önden Çekiş,0,"front-right-mudguard,front-left-mudguard",front-right-door,235000,21.0
493,Honda Civic 1.6i VTEC Elegance,2011,179000,Benzin & LPG,Otomatik,Sedan,125.0,1.6,Önden Çekiş,0,"front-right-mudguard,front-right-door",rear-hood,545000,12.0
494,Ford Focus 1.6 Ti-VCT Style,2015,110000,Benzin,Manuel,Sedan,125.0,1.6,Önden Çekiş,0,"rear-right-door,rear-right-mudguard,rear-left-door",,610000,8.0
495,Nissan Almera 1.5 Luxury,2003,174000,Benzin & LPG,Manuel,Sedan,90.0,1.5,Önden Çekiş,0,,,230000,20.0
496,Hyundai Accent Era 1.5 CRDi Start,2011,204000,Dizel,Manuel,Sedan,110.0,1.5,Önden Çekiş,0,,,275000,12.0
497,Ford Focus 1.6 Titanium,2010,190000,Benzin & LPG,Otomatik,Hatchback 5 kapı,100.0,1.6,Önden Çekiş,0,,,370000,13.0
498,Renault Clio 1.0 SCe Joy,2022,15750,Benzin,Manuel,Hatchback 5 kapı,65.0,1.0,Önden Çekiş,0,,,497000,1.0
499,Opel Corsa 1.4 Twinport Enjoy,2004,228000,Benzin & LPG,Yarı Otomatik,Hatchback 5 kapı,90.0,1.4,Önden Çekiş,1,,,275000,19.0
500,Honda Civic 1.5 VTEC Executive Plus,2021,25000,Benzin,Yarı Otomatik,Sedan,182.0,1.5,Önden Çekiş,0,,,1065000,2.0
501,Fiat Linea 1.3 Multijet Active Plus,2013,191000,Dizel,Manuel,Sedan,95.0,1.2,Önden Çekiş,0,,,323000,10.0
502,Fiat Albea 1.2 EL,2004,165000,Benzin & LPG,Manuel,Sedan,80.0,1.2,Önden Çekiş,0,"front-hood,rear-right-door,front-left-mudguard,front-left-door,rear-left-door",front-bumper,235000,19.0
503,Volkswagen Golf 1.6 TDI BlueMotion Comfortline,2018,134000,Dizel,Yarı Otomatik,Hatchback 5 kapı,115.0,1.6,Önden Çekiş,1,,,745000,5.0
504,BMW 4 Serisi 418i Gran Coupe M Sport,2018,59500,Benzin,Otomatik,Coupe,136.0,1.5,Arkadan İtiş,0,,,1550000,5.0
505,Renault Clio 1.5 dCi SportTourer Joy,2017,112000,Dizel,Manuel,Station Wagon,75.0,1.5,Önden Çekiş,0,"rear-right-door,rear-right-mudguard",,455000,6.0
506,Opel Meriva 1.6 Essentia,2006,141000,Benzin & LPG,Manuel,MPV,105.0,1.6,Önden Çekiş,0,,,295000,17.0
507,Opel Astra 1.4 Classic,2007,214000,Benzin & LPG,Manuel,Sedan,90.0,1.4,Önden Çekiş,0,,,265000,16.0
508,BMW 1 Serisi 116d Joy Plus,2016,114000,Dizel,Yarı Otomatik,Hatchback 5 kapı,116.0,1.5,Arkadan İtiş,0,,,765000,7.0
509,Dacia Sandero 1.5 dCi Stepway,2016,75000,Dizel,Manuel,Hatchback 5 kapı,90.0,1.5,Önden Çekiş,0,,,480000,7.0
510,Renault Fluence 1.5 dCi Business,2012,206000,Dizel,Yarı Otomatik,Sedan,110.0,1.5,Önden Çekiş,0,"rear-right-mudguard,front-left-door,rear-left-door",front-left-mudguard,350000,11.0
511,Fiat Egea 1.6 Multijet Lounge Plus,2017,87000,Dizel,Otomatik,Sedan,113.0,1.5,Önden Çekiş,0,,,575000,6.0
512,Renault Megane 1.5 dCi Extreme,2008,239000,Dizel,Manuel,Sedan,80.0,1.5,Önden Çekiş,0,,,300000,15.0
513,Peugeot 206 + 1.4 HDi Comfort,2011,213000,Dizel,Manuel,Hatchback 5 kapı,70.0,1.4,Önden Çekiş,0,,,305000,12.0
514,Renault Clio 1.5 dCi Grandtour Authentique Edition,2012,203000,Dizel,Manuel,Station Wagon,75.0,1.5,Önden Çekiş,0,"rear-left-mudguard,rear-hood",,330000,11.0
515,Mercedes - Benz A Serisi A 180 CDI BlueEfficiency AMG,2015,117000,Dizel,Yarı Otomatik,Hatchback 5 kapı,109.0,1.5,Önden Çekiş,0,rear-left-mudguard,,845000,8.0
